TransactionID,Date,CustomerID,Gender,Age,ProductCategory,ProductName,Quantity,UnitPrice,TotalPrice,Branch,PaymentMethod
5053,1/3/2023 4:00,3412,Male,60,Electronics,Earphones,7,112.34,786.38,B,E-Wallet
5054,1/3/2023 5:00,3291,Female,58,Snacks,Cookies,2,41.51,83.02,D,Credit Card
5055,1/3/2023 6:00,3482,Female,60,Dairy,Butter,1,49.56,49.56,D,E-Wallet
5056,1/3/2023 7:00,3077,Female,64,Beverage,Soft Drink,9,84.73,762.57,C,E-Wallet
5057,1/3/2023 8:00,3169,,44,Snacks,Nuts,10,44.62,446.2,C,Credit Card
5058,1/3/2023 9:00,3388,Male,43,Beverage,Energy Drink,1,82.24,82.24,A,Bank Transfer
5059,1/3/2023 10:00,3107,Female,27,Electronics,USB Cable,5,67.57,337.85,A,Cash
5060,1/3/2023 11:00,3326,Female,32,Dairy,Cheese,4,18.65,74.6,B,Bank Transfer
5061,1/3/2023 12:00,3065,Male,25,Personal Care,Lotion,11,50.44,554.84,B,Credit Card
5062,1/3/2023 13:00,3332,Male,39,Electronics,Phone Case,3,5.86,17.58,B,Bank Transfer
5063,1/3/2023 14:00,3419,Female,22,Snacks,Cookies,5,96.59,482.95,C,Bank Transfer
5064,1/3/2023 15:00,3315,Male,34,Household,Tissue,2,112.83,225.66,B,Bank Transfer
5065,1/3/2023 16:00,3395,Female,61,Frozen,Frozen Pizza,1,105.8,105.8,B,Cash
5066,1/3/2023 17:00,3279,Male,53,Snacks,Chips,3,49.37,148.11,C,Credit Card
5067,1/3/2023 18:00,3206,Female,57,Dairy,Butter,2,24.44,48.88,D,Credit Card
5068,1/3/2023 19:00,3147,Female,16,Household,Detergent,10,48.44,484.4,A,Bank Transfer
5069,1/3/2023 20:00,3485,Male,37,Beverage,Juice,10,33.02,330.2,B,Credit Card
5070,1/3/2023 21:00,3272,Female,32,Snacks,Crackers,11,113.89,1252.79,B,Cash
5071,1/3/2023 22:00,3492,Male,52,Beverage,Soft Drink,9,74.69,672.21,A,Bank Transfer
5072,1/3/2023 23:00,3412,Female,52,Beverage,Soft Drink,7,60.13,420.91,A,Credit Card
5073,1/4/2023 0:00,3254,Female,65,Personal Care,Soap,10,66.6,666,B,Cash
5074,1/4/2023 1:00,3493,Female,68,Beverage,Energy Drink,7,18.69,130.83,D,E-Wallet
5075,1/4/2023 2:00,3159,Male,67,Beverage,Mineral Water,5,109.72,548.6,D,Credit Card
5076,1/4/2023 3:00,3181,Male,41,Dairy,Cheese,11,14.24,156.64,D,E-Wallet
5077,1/4/2023 4:00,3071,Female,60,Snacks,Cookies,8,43.97,351.76,B,Cash
5078,1/4/2023 5:00,3366,Female,51,Electronics,Phone Case,11,46.98,516.78,C,Bank Transfer
5079,1/4/2023 6:00,3372,Female,54,Personal Care,Lotion,10,97.07,970.7,A,Credit Card
5080,1/4/2023 7:00,3155,Female,31,Frozen,Frozen Pizza,1,34,34,A,Bank Transfer
5081,1/4/2023 8:00,3209,Male,23,Household,Tissue,6,63.43,380.58,C,Credit Card
5082,1/4/2023 9:00,3391,Male,,Frozen,Ice Cream,6,97.52,585.12,A,E-Wallet
5083,1/4/2023 10:00,3271,Male,26,Beverage,Mineral Water,1,113.54,113.54,B,Bank Transfer
5084,1/4/2023 11:00,3256,Female,49,Dairy,Butter,11,44.94,494.34,D,Bank Transfer
5085,1/4/2023 12:00,3245,,37,Personal Care,Shampoo,1,50.38,50.38,A,Cash
5086,1/4/2023 13:00,3360,Female,33,Snacks,Cookies,6,7.75,46.5,B,Cash
5087,1/4/2023 14:00,3460,Female,30,Produce,Carrots,9,35.49,319.41,A,Bank Transfer
5088,1/4/2023 15:00,3439,Female,33,Beverage,Mineral Water,2,72.13,144.26,B,E-Wallet
5089,1/4/2023 16:00,3456,Male,67,Personal Care,Soap,4,44.7,178.8,A,Cash
5090,1/4/2023 17:00,3130,Female,62,Beverage,Juice,1,9.19,9.19,C,Cash
5091,1/4/2023 18:00,3044,Female,48,Electronics,USB Cable,6,5.37,32.22,B,Cash
5092,1/4/2023 19:00,3187,Male,18,Snacks,Crackers,3,7.11,21.33,B,Bank Transfer
5093,1/4/2023 20:00,3358,Female,30,Beverage,Soft Drink,7,32.6,228.2,D,E-Wallet
5094,1/4/2023 21:00,3184,Male,32,Snacks,Nuts,6,68.67,412.02,C,Bank Transfer
5095,1/4/2023 22:00,3026,Male,52,Beverage,Juice,1,54.05,54.05,A,E-Wallet
5096,1/4/2023 23:00,3435,Female,30,Dairy,Cheese,8,54.86,438.88,A,E-Wallet
5097,1/5/2023 0:00,3469,Male,63,Electronics,USB Cable,4,90.23,360.92,B,E-Wallet
5098,1/5/2023 1:00,3313,Female,33,Dairy,Milk,7,27.95,195.65,C,E-Wallet
5099,1/5/2023 2:00,3306,Male,69,Dairy,Milk,10,111.59,1115.9,B,Bank Transfer
5100,1/5/2023 3:00,3269,Female,43,Dairy,Cheese,6,4.46,26.76,C,E-Wallet
5101,1/5/2023 4:00,3019,Male,69,Snacks,Chips,7,101.98,713.86,A,Credit Card
5102,1/5/2023 5:00,3466,Female,51,Dairy,Cheese,5,81.7,408.5,D,Credit Card
5103,1/5/2023 6:00,3002,Male,35,Snacks,Nuts,8,20.19,161.52,A,Bank Transfer
5104,1/5/2023 7:00,3052,Male,57,Beverage,Mineral Water,2,18.68,37.36,A,E-Wallet
5105,1/5/2023 8:00,3429,Male,34,Dairy,Butter,10,7.22,72.2,A,E-Wallet
5106,1/5/2023 9:00,3374,Male,59,Snacks,Nuts,10,45.48,454.8,A,Cash
5107,1/5/2023 10:00,3234,Male,24,Snacks,Crackers,11,62.47,687.17,D,Credit Card
5108,1/5/2023 11:00,3305,Female,22,Personal Care,Lotion,8,72.07,576.56,A,Credit Card
5109,1/5/2023 12:00,3057,Female,43,Snacks,Chips,4,49.06,196.24,A,E-Wallet
5110,1/5/2023 13:00,3476,Male,65,Snacks,Chips,1,13.49,13.49,B,Bank Transfer
5111,1/5/2023 14:00,3434,Female,27,Frozen,Frozen Pizza,9,43.56,392.04,C,Credit Card
5112,1/5/2023 15:00,3343,Female,33,Household,Cleaner,7,68.84,481.88,A,E-Wallet
5113,1/5/2023 16:00,3004,Female,68,Snacks,Chips,11,102.33,1125.63,D,Bank Transfer
5114,1/5/2023 17:00,3068,Male,61,Dairy,Cheese,6,50.83,304.98,A,Cash
5115,1/5/2023 18:00,3140,Female,57,Produce,Broccoli,8,29.93,239.44,B,Bank Transfer
5116,1/5/2023 19:00,3150,Female,62,Snacks,Nuts,1,101.82,101.82,C,E-Wallet
5117,1/5/2023 20:00,3474,Male,61,Household,Cleaner,3,54.82,164.46,C,Credit Card
5118,1/5/2023 21:00,3104,Male,40,Produce,Apples,1,109.37,109.37,A,Bank Transfer
5119,1/5/2023 22:00,3490,,31,Dairy,Milk,7,51.49,360.43,C,Bank Transfer
5120,1/5/2023 23:00,3355,Female,46,Personal Care,Shampoo,6,15.54,93.24,C,E-Wallet
5121,1/6/2023 0:00,3004,Female,54,Snacks,Crackers,7,72.46,507.22,D,E-Wallet
5122,1/6/2023 1:00,3396,Male,68,Household,Detergent,5,95.14,475.7,A,Cash
5123,1/6/2023 2:00,3260,Female,40,Beverage,Mineral Water,1,89.3,89.3,C,Cash
5124,1/6/2023 3:00,3244,Female,23,Snacks,Cookies,3,112.7,338.1,D,Credit Card
5125,1/6/2023 4:00,3223,Male,50,Beverage,Soft Drink,9,13.74,123.66,D,E-Wallet
5126,1/6/2023 5:00,3263,Female,36,Dairy,Milk,7,114.07,798.49,B,E-Wallet
5127,1/6/2023 6:00,3266,Male,28,Snacks,Cookies,5,27.32,136.6,B,Bank Transfer
5128,1/6/2023 7:00,3088,Female,36,Snacks,Chips,1,60.24,60.24,B,Cash
5129,1/6/2023 8:00,3015,Male,64,Dairy,Cheese,4,105.81,423.24,B,E-Wallet
5130,1/6/2023 9:00,3487,Male,37,Household,Dish Soap,7,40.86,286.02,A,Credit Card
5131,1/6/2023 10:00,3468,Female,55,Snacks,Cookies,9,39.53,355.77,D,Bank Transfer
5132,1/6/2023 11:00,3378,Female,21,Beverage,Energy Drink,10,72.27,722.7,A,Bank Transfer
5133,1/6/2023 12:00,3199,Female,60,Beverage,Mineral Water,9,14.67,132.03,A,E-Wallet
5134,1/6/2023 13:00,3141,Male,61,Beverage,Energy Drink,6,119.04,714.24,C,E-Wallet
5135,1/6/2023 14:00,3439,Male,62,Personal Care,Shampoo,6,50.42,302.52,A,Cash
5136,1/6/2023 15:00,3028,Female,36,Dairy,Butter,11,17.97,197.67,B,Credit Card
5137,1/6/2023 16:00,3295,Male,21,Personal Care,Toothpaste,2,104.88,209.76,B,Cash
5138,1/6/2023 17:00,3402,Female,56,Frozen,Ice Cream,5,7.69,38.45,D,Bank Transfer
5139,1/6/2023 18:00,3446,Female,58,Personal Care,Lotion,2,105.44,210.88,D,Bank Transfer
5140,1/6/2023 19:00,3367,Male,41,Household,Cleaner,1,34.46,34.46,D,E-Wallet
5141,1/6/2023 20:00,3331,Male,20,Beverage,Soft Drink,6,49.01,294.06,C,Credit Card
5142,1/6/2023 21:00,3356,Female,54,Frozen,Ice Cream,11,34.91,384.01,A,Cash
5143,1/6/2023 22:00,3117,Male,48,Snacks,Crackers,5,5.74,28.7,A,E-Wallet
5144,1/6/2023 23:00,3100,Male,55,Frozen,Ice Cream,10,114.39,1143.9,A,E-Wallet
5145,1/7/2023 0:00,3194,Female,35,Dairy,Milk,4,11.82,47.28,A,Bank Transfer
5146,1/7/2023 1:00,3304,Female,50,Household,Cleaner,3,3.59,10.77,C,E-Wallet
5147,1/7/2023 2:00,3494,Male,60,Snacks,Cookies,4,90.77,363.08,C,E-Wallet
5148,1/7/2023 3:00,3017,Male,44,Household,Dish Soap,5,87.79,438.95,B,Cash
5149,1/7/2023 4:00,3134,Female,61,Household,Tissue,11,42.05,462.55,A,E-Wallet
5150,1/7/2023 5:00,3361,Male,19,Household,Dish Soap,4,1.56,6.24,D,E-Wallet
5151,1/7/2023 6:00,3110,Female,67,Snacks,Cookies,5,3.64,18.2,D,Credit Card
5152,1/7/2023 7:00,3087,Male,62,Personal Care,Soap,3,21.77,65.31,A,Cash
5153,1/7/2023 8:00,3047,Female,62,Beverage,Energy Drink,6,73.05,438.3,B,E-Wallet
5154,1/7/2023 9:00,3272,Male,54,Household,Dish Soap,8,31.36,250.88,B,Credit Card
5155,1/7/2023 10:00,3316,Female,21,Beverage,Energy Drink,11,34.82,383.02,B,Bank Transfer
5156,1/7/2023 11:00,3297,Male,69,Personal Care,Shampoo,11,115.61,1271.71,A,Credit Card
5157,1/7/2023 12:00,3410,Male,63,Beverage,Juice,10,108.11,1081.1,C,Cash
5158,1/7/2023 13:00,3302,Female,58,Produce,Broccoli,11,16.49,181.39,D,Cash
5159,1/7/2023 14:00,3434,Male,17,Dairy,Cheese,10,73.61,736.1,D,Bank Transfer
5160,1/7/2023 15:00,3257,Male,27,Frozen,Frozen Pizza,9,30.66,275.94,C,Cash
5161,1/7/2023 16:00,3420,Male,28,Beverage,Mineral Water,1,4.09,4.09,D,Cash
5162,1/7/2023 17:00,3414,Female,38,Produce,Apples,9,21.26,191.34,B,Cash
5163,1/7/2023 18:00,3386,Male,,Household,Detergent,7,13.42,93.94,B,E-Wallet
5164,1/7/2023 19:00,3468,,40,Beverage,Energy Drink,2,96.69,193.38,A,Credit Card
5165,1/7/2023 20:00,3325,Female,52,Beverage,Soft Drink,4,5.56,22.24,A,Bank Transfer
5166,1/7/2023 21:00,3415,Male,20,Household,Dish Soap,5,6.07,30.35,A,Bank Transfer
5167,1/7/2023 22:00,3392,Female,42,Frozen,Frozen Vegetables,11,73.12,804.32,D,E-Wallet
5168,1/7/2023 23:00,3350,Female,57,Dairy,Butter,8,111.41,891.28,B,Bank Transfer
5169,1/8/2023 0:00,3487,Female,21,Dairy,Milk,9,2.41,21.69,A,E-Wallet
5170,1/8/2023 1:00,3061,Male,67,Produce,Carrots,3,87.91,263.73,B,Credit Card
5171,1/8/2023 2:00,3322,Female,63,Household,Detergent,6,45.12,270.72,A,Cash
5172,1/8/2023 3:00,3373,Male,39,Produce,Carrots,8,53.07,424.56,C,E-Wallet
5173,1/8/2023 4:00,3255,Male,64,Snacks,Nuts,8,45.96,367.68,C,Cash
5174,1/8/2023 5:00,3461,Male,42,Beverage,Juice,5,75.19,375.95,A,Cash
5175,1/8/2023 6:00,3324,,66,Household,Cleaner,10,16.35,163.5,A,Cash
5176,1/8/2023 7:00,3301,Male,46,Snacks,Crackers,3,15.2,45.6,B,Cash
5177,1/8/2023 8:00,3308,Male,61,Produce,Carrots,5,41.37,206.85,B,Cash
5178,1/8/2023 9:00,3136,Female,37,Household,Detergent,5,12.48,62.4,C,Credit Card
5179,1/8/2023 10:00,3487,Female,55,Snacks,Chips,2,104.97,209.94,A,Bank Transfer
5180,1/8/2023 11:00,3089,,34,Snacks,Crackers,3,118.99,356.97,C,Bank Transfer
5181,1/8/2023 12:00,3455,Male,55,Snacks,Nuts,7,115.83,810.81,B,E-Wallet
5182,1/8/2023 13:00,3142,,18,Beverage,Mineral Water,7,64.11,448.77,A,E-Wallet
5183,1/8/2023 14:00,3413,Male,18,Frozen,Ice Cream,5,95.91,479.55,C,Cash
5184,1/8/2023 15:00,3365,Male,29,Snacks,Crackers,3,116.76,350.28,D,Credit Card
5185,1/8/2023 16:00,3320,Male,37,Frozen,Ice Cream,4,85.6,342.4,D,Credit Card
5186,1/8/2023 17:00,3341,Male,21,Personal Care,Shampoo,1,110.88,110.88,D,Bank Transfer
5187,1/8/2023 18:00,3421,Male,38,Household,Detergent,7,20.79,145.53,B,Credit Card
5188,1/8/2023 19:00,3120,Male,53,Household,Dish Soap,11,113.86,1252.46,C,E-Wallet
5189,1/8/2023 20:00,3497,Female,50,Dairy,Butter,3,20.56,61.68,B,Bank Transfer
5190,1/8/2023 21:00,3481,Female,25,Snacks,Chips,8,8.24,65.92,D,Cash
5191,1/8/2023 22:00,3378,Male,56,Snacks,Nuts,6,117.79,706.74,A,Bank Transfer
5192,1/8/2023 23:00,3425,Female,34,Personal Care,Lotion,11,118.65,1305.15,A,Credit Card
5193,1/9/2023 0:00,3473,Male,35,Beverage,Juice,8,14.24,113.92,C,Credit Card
5194,1/9/2023 1:00,3373,Female,56,Dairy,Milk,4,50.24,200.96,B,Bank Transfer
5195,1/9/2023 2:00,3251,Male,61,Dairy,Milk,10,76.87,768.7,A,E-Wallet
5196,1/9/2023 3:00,3448,Female,62,Snacks,Chips,2,102.37,204.74,D,Cash
5197,1/9/2023 4:00,3059,Female,16,Snacks,Cookies,8,45.55,364.4,A,Credit Card
5198,1/9/2023 5:00,3494,Female,45,Snacks,Cookies,2,110.04,220.08,D,E-Wallet
5199,1/9/2023 6:00,3078,Female,19,Snacks,Cookies,1,18.6,18.6,C,Bank Transfer
5200,1/9/2023 7:00,3009,Female,,Personal Care,Soap,5,5.4,27,C,Credit Card
5201,1/9/2023 8:00,3207,Male,60,Frozen,Ice Cream,3,49.56,148.68,D,Cash
5202,1/9/2023 9:00,3391,Female,57,Snacks,Nuts,1,64.08,64.08,D,Credit Card
5203,1/9/2023 10:00,3066,Female,48,,,4,110.57,442.28,B,Credit Card
5204,1/9/2023 11:00,3223,Female,55,Frozen,Frozen Vegetables,5,107.41,537.05,A,Cash
5205,1/9/2023 12:00,3199,Male,19,Snacks,Cookies,4,52.76,211.04,B,Bank Transfer
5206,1/9/2023 13:00,3041,Female,25,Produce,Broccoli,7,103.88,727.16,B,Credit Card
5207,1/9/2023 14:00,3376,Female,40,Electronics,USB Cable,3,20.99,62.97,C,Credit Card
5208,1/9/2023 15:00,3459,Male,54,Beverage,Soft Drink,8,26.67,213.36,D,Credit Card
5209,1/9/2023 16:00,3077,Male,37,Beverage,Energy Drink,1,62.15,62.15,B,Bank Transfer
5210,1/9/2023 17:00,3461,Female,42,Electronics,USB Cable,5,7.26,36.3,C,Cash
5211,1/9/2023 18:00,3154,Female,45,Frozen,Frozen Vegetables,9,91.15,820.35,A,Bank Transfer
5212,1/9/2023 19:00,3491,Male,40,Beverage,Mineral Water,1,64.92,64.92,A,Credit Card
5213,1/9/2023 20:00,3124,Male,26,Snacks,Crackers,2,18.54,37.08,B,Bank Transfer
5214,1/9/2023 21:00,3498,Female,25,Personal Care,Toothpaste,8,62.04,496.32,D,Credit Card
5215,1/9/2023 22:00,3136,Female,46,Personal Care,Lotion,1,60.44,60.44,D,Bank Transfer
5216,1/9/2023 23:00,3270,Female,68,Beverage,Mineral Water,3,77.24,231.72,C,Credit Card
5217,1/10/2023 0:00,3429,Male,35,Electronics,USB Cable,7,8.19,57.33,D,E-Wallet
5218,1/10/2023 1:00,3252,Female,18,Frozen,Ice Cream,11,45.26,497.86,B,Credit Card
5219,1/10/2023 2:00,3258,Male,68,Electronics,Phone Case,2,97.15,194.3,D,Bank Transfer
5220,1/10/2023 3:00,3248,Female,35,Personal Care,Lotion,3,4.51,13.53,C,Cash
5221,1/10/2023 4:00,3170,Female,23,Beverage,Energy Drink,1,77.18,77.18,D,Bank Transfer
5222,1/10/2023 5:00,3207,Male,55,Beverage,Mineral Water,8,41.94,335.52,C,E-Wallet
5223,1/10/2023 6:00,3441,Male,50,Electronics,Phone Case,11,81.53,896.83,B,Bank Transfer
5224,1/10/2023 7:00,3472,Female,51,Beverage,Energy Drink,10,36.16,361.6,D,Credit Card
5225,1/10/2023 8:00,3064,Male,23,Snacks,Chips,10,108.62,1086.2,A,E-Wallet
5226,1/10/2023 9:00,3482,Female,42,Dairy,Milk,7,37.19,260.33,D,E-Wallet
5227,1/10/2023 10:00,3004,Female,47,Produce,Carrots,5,101.75,508.75,D,Credit Card
5228,1/10/2023 11:00,3018,Female,21,Snacks,Chips,10,22.03,220.3,B,Credit Card
5229,1/10/2023 12:00,3089,Male,48,Snacks,Chips,4,117.7,470.8,A,Cash
5230,1/10/2023 13:00,3239,Male,55,Household,Cleaner,5,44.45,222.25,D,Credit Card
5231,1/10/2023 14:00,3216,Male,19,Beverage,Mineral Water,4,61.21,244.84,C,Cash
5232,1/10/2023 15:00,3198,Male,33,Personal Care,Toothpaste,9,100.75,906.75,A,E-Wallet
5233,1/10/2023 16:00,3098,Female,46,Electronics,Phone Case,10,10.5,105,D,Cash
5234,1/10/2023 17:00,3051,Male,56,Electronics,Earphones,2,19.33,38.66,C,Bank Transfer
5235,1/10/2023 18:00,3358,Male,66,Dairy,Milk,9,41.57,374.13,A,Bank Transfer
5236,1/10/2023 19:00,3131,Male,37,Snacks,Cookies,8,47.61,380.88,C,Cash
5237,1/10/2023 20:00,3147,Female,53,Produce,Broccoli,6,97.66,585.96,A,Credit Card
5238,1/10/2023 21:00,3303,Male,51,Beverage,Mineral Water,7,28.13,196.91,C,Bank Transfer
5239,1/10/2023 22:00,3046,Male,23,,,11,97.54,1072.94,D,Credit Card
5240,1/10/2023 23:00,3442,Male,,Personal Care,Toothpaste,7,88.62,620.34,D,Credit Card
5241,1/11/2023 0:00,3420,Female,69,Personal Care,Toothpaste,11,98.21,1080.31,D,E-Wallet
5242,1/11/2023 1:00,3019,Male,62,Beverage,Juice,3,100.61,301.83,B,Credit Card
5243,1/11/2023 2:00,3476,Female,68,Beverage,Juice,3,89.46,268.38,C,Credit Card
5244,1/11/2023 3:00,3175,Female,16,Snacks,Cookies,5,22.97,114.85,A,Cash
5245,1/11/2023 4:00,3439,Male,19,Household,Cleaner,3,57.94,173.82,B,Credit Card
5246,1/11/2023 5:00,3074,Male,48,Beverage,Energy Drink,10,94.3,943,D,Credit Card
5247,1/11/2023 6:00,3466,Female,25,Produce,Bananas,4,28.6,114.4,B,Credit Card
5248,1/11/2023 7:00,3063,Male,45,Electronics,Earphones,4,97.67,390.68,C,Credit Card
5249,1/11/2023 8:00,3196,Female,21,Snacks,Chips,5,82.32,411.6,D,Cash
5250,1/11/2023 9:00,3140,Female,28,,,9,94.72,852.48,D,Bank Transfer
5251,1/11/2023 10:00,3411,,58,,,1,13.95,13.95,D,E-Wallet
5252,1/11/2023 11:00,3093,Male,47,Snacks,Nuts,9,67.27,605.43,C,Bank Transfer
5253,1/11/2023 12:00,3460,Male,40,Electronics,USB Cable,8,89.03,712.24,B,Cash
5254,1/11/2023 13:00,3395,Male,62,Snacks,Crackers,8,66.77,534.16,A,E-Wallet
5255,1/11/2023 14:00,3388,Female,17,Beverage,Juice,8,12.74,101.92,C,Bank Transfer
5256,1/11/2023 15:00,3046,Female,56,Electronics,USB Cable,5,113.69,568.45,D,Credit Card
5257,1/11/2023 16:00,3123,Male,36,Household,Tissue,3,76.57,229.71,D,Cash
5258,1/11/2023 17:00,3443,Male,36,Household,Tissue,2,61.63,123.26,A,Cash
5259,1/11/2023 18:00,3188,Female,35,Household,Cleaner,1,43.4,43.4,C,Credit Card
5260,1/11/2023 19:00,3408,Female,20,,,6,31.05,186.3,B,E-Wallet
5261,1/11/2023 20:00,3282,Female,47,Personal Care,Toothpaste,4,62.02,248.08,C,Bank Transfer
5262,1/11/2023 21:00,3284,Male,27,Electronics,Phone Case,11,8.2,90.2,B,E-Wallet
5263,1/11/2023 22:00,3442,Female,65,Beverage,Mineral Water,1,113,113,A,E-Wallet
5264,1/11/2023 23:00,3111,Male,53,Electronics,Earphones,2,22.12,44.24,A,E-Wallet
5265,1/12/2023 0:00,3260,Female,65,Beverage,Energy Drink,10,38.86,388.6,C,Credit Card
5266,1/12/2023 1:00,3100,Female,52,Beverage,Soft Drink,6,99.45,596.7,B,Cash
5267,1/12/2023 2:00,3207,Male,61,Household,Cleaner,4,115.23,460.92,D,Cash
5268,1/12/2023 3:00,3342,Male,63,Electronics,Earphones,1,62.74,62.74,A,Bank Transfer
5269,1/12/2023 4:00,3444,Female,42,Household,Tissue,8,88.71,709.68,B,Bank Transfer
5270,1/12/2023 5:00,3433,Male,25,Beverage,Mineral Water,5,112.54,562.7,A,Credit Card
5271,1/12/2023 6:00,3313,Female,42,Household,Cleaner,6,8.14,48.84,D,E-Wallet
5272,1/12/2023 7:00,3472,Male,,Personal Care,Shampoo,3,1.78,5.34,A,Bank Transfer
5273,1/12/2023 8:00,3344,Male,69,Snacks,Nuts,5,96.03,480.15,B,Bank Transfer
5274,1/12/2023 9:00,3101,,65,Frozen,Frozen Pizza,1,59.19,59.19,C,Bank Transfer
